Datetime,Predicted,Prob_OA_BIAS_NEGATIVE,Prob_OA_BIAS_POSITIVE,Prob_SA_BIAS_NEGATIVE,Prob_SA_BIAS_POSITIVE,Prob_Unfaulted
2018-03-02 15:06:00,SA_BIAS_NEGATIVE,0.007923323,0.0144335255,0.960866,0.0004100832,0.016367044
2018-03-02 15:07:00,SA_BIAS_NEGATIVE,0.00792339,0.0144336475,0.96086586,0.00041008432,0.016366925
2018-03-02 15:08:00,SA_BIAS_NEGATIVE,0.007923451,0.014433751,0.96086586,0.00041008528,0.016366832
2018-03-02 15:09:00,SA_BIAS_NEGATIVE,0.007923503,0.014433847,0.96086586,0.00041008607,0.016366737
2018-03-02 15:10:00,SA_BIAS_NEGATIVE,0.007923544,0.014433922,0.9608658,0.00041008662,0.016366659
2018-03-02 15:11:00,SA_BIAS_NEGATIVE,0.007923582,0.014433989,0.9608657,0.00041008717,0.016366586
2018-03-02 15:12:00,SA_BIAS_NEGATIVE,0.007923617,0.014434053,0.9608658,0.00041008802,0.016366541
2018-03-02 15:13:00,SA_BIAS_NEGATIVE,0.007923642,0.014434099,0.9608657,0.00041008834,0.0163665
2018-03-02 15:14:00,SA_BIAS_NEGATIVE,0.0079236645,0.01443414,0.9608657,0.00041008875,0.016366461
2018-03-02 15:15:00,SA_BIAS_NEGATIVE,0.007923676,0.014434168,0.9608657,0.00041008912,0.01636643
2018-03-02 15:16:00,SA_BIAS_NEGATIVE,0.007923688,0.014434189,0.9608657,0.00041008933,0.0163664
2018-03-02 15:17:00,SA_BIAS_NEGATIVE,0.007923697,0.014434208,0.96086556,0.00041008985,0.016366389
2018-03-02 15:18:00,SA_BIAS_NEGATIVE,0.007923697,0.014434208,0.96086556,0.00041008985,0.016366374
2018-03-02 15:19:00,SA_BIAS_NEGATIVE,0.0079237055,0.014434221,0.96086556,0.00041009003,0.016366364
2018-03-02 15:20:00,SA_BIAS_NEGATIVE,0.007923709,0.014434229,0.96086556,0.0004100906,0.016366374
2018-03-02 15:21:00,SA_BIAS_NEGATIVE,0.007923713,0.014434242,0.96086556,0.00041009084,0.016366364
2018-03-02 15:22:00,SA_BIAS_NEGATIVE,0.00792372,0.014434249,0.96086556,0.00041009102,0.016366359
2018-03-02 15:23:00,SA_BIAS_NEGATIVE,0.007923736,0.014434276,0.96086556,0.00041009142,0.01636635
2018-03-02 15:24:00,SA_BIAS_NEGATIVE,0.00792376,0.014434322,0.96086544,0.00041009253,0.016366333
2018-03-02 15:25:00,SA_BIAS_NEGATIVE,0.007923755,0.014434303,0.96086556,0.00041009256,0.016366359
2018-03-02 15:26:00,SA_BIAS_NEGATIVE,0.0079237465,0.01443429,0.96086556,0.00041009238,0.016366374
2018-03-02 15:27:00,SA_BIAS_NEGATIVE,0.007923736,0.014434276,0.96086556,0.00041009256,0.016366389
2018-03-02 15:28:00,SA_BIAS_NEGATIVE,0.007923728,0.014434262,0.96086556,0.00041009256,0.016366405
2018-03-02 15:29:00,SA_BIAS_NEGATIVE,0.00792372,0.014434249,0.96086556,0.00041009256,0.01636642
2018-03-02 15:30:00,SA_BIAS_NEGATIVE,0.007923713,0.014434234,0.96086556,0.00041009256,0.016366437
2018-03-02 15:31:00,SA_BIAS_NEGATIVE,0.007923702,0.014434221,0.96086556,0.00041009256,0.016366452
2018-03-02 15:32:00,SA_BIAS_NEGATIVE,0.007923693,0.014434208,0.96086556,0.00041009256,0.016366467
2018-03-02 15:33:00,SA_BIAS_NEGATIVE,0.007923689,0.014434191,0.96086544,0.0004100927,0.016366482
2018-03-02 15:34:00,SA_BIAS_NEGATIVE,0.0079236785,0.01443418,0.96086556,0.00041009256,0.016366491
2018-03-02 15:35:00,SA_BIAS_NEGATIVE,0.007923675,0.014434166,0.96086556,0.00041009256,0.016366506
2018-03-02 15:36:00,SA_BIAS_NEGATIVE,0.007923664,0.014434152,0.96086556,0.00041009276,0.01636653
2018-03-02 15:37:00,SA_BIAS_NEGATIVE,0.007923656,0.014434139,0.96086556,0.00041009276,0.016366538
2018-03-02 15:38:00,SA_BIAS_NEGATIVE,0.007923652,0.014434139,0.96086556,0.00041009297,0.01636656
2018-03-02 15:39:00,SA_BIAS_NEGATIVE,0.007923645,0.014434118,0.96086556,0.00041009297,0.016366577
2018-03-02 15:40:00,SA_BIAS_NEGATIVE,0.0079236375,0.014434104,0.96086556,0.00041009297,0.016366594
2018-03-02 15:41:00,SA_BIAS_NEGATIVE,0.007923629,0.014434091,0.96086556,0.00041009297,0.016366607
2018-03-02 15:42:00,SA_BIAS_NEGATIVE,0.007923623,0.014434083,0.96086556,0.00041009317,0.016366623
2018-03-02 15:43:00,SA_BIAS_NEGATIVE,0.007923616,0.014434071,0.9608657,0.0004100932,0.016366642
2018-03-02 15:44:00,SA_BIAS_NEGATIVE,0.007923608,0.014434058,0.9608657,0.0004100934,0.016366657
2018-03-02 15:45:00,SA_BIAS_NEGATIVE,0.007923601,0.014434044,0.9608657,0.0004100934,0.016366672
2018-03-02 15:46:00,SA_BIAS_NEGATIVE,0.007923596,0.014434035,0.96086556,0.00041009334,0.016366685
2018-03-02 15:47:00,SA_BIAS_NEGATIVE,0.007923588,0.014434022,0.96086556,0.00041009334,0.016366702
2018-03-02 15:48:00,SA_BIAS_NEGATIVE,0.007923576,0.014434001,0.96086556,0.00041009317,0.016366709
2018-03-02 15:49:00,SA_BIAS_NEGATIVE,0.007923573,0.014433994,0.96086556,0.00041009334,0.016366726
2018-03-02 15:50:00,SA_BIAS_NEGATIVE,0.0079235695,0.014433987,0.96086556,0.00041009334,0.01636674
2018-03-02 15:51:00,SA_BIAS_NEGATIVE,0.007923557,0.014433967,0.96086556,0.00041009334,0.016366748
2018-03-02 15:52:00,SA_BIAS_NEGATIVE,0.007923556,0.014433961,0.9608657,0.0004100938,0.016366774
2018-03-02 15:53:00,SA_BIAS_NEGATIVE,0.007923552,0.014433961,0.9608657,0.00041009398,0.01636679
2018-03-02 15:54:00,SA_BIAS_NEGATIVE,0.007923543,0.014433941,0.9608657,0.0004100938,0.016366797
2018-03-02 15:55:00,SA_BIAS_NEGATIVE,0.007923536,0.014433933,0.9608657,0.0004100938,0.016366813
2018-03-02 15:56:00,SA_BIAS_NEGATIVE,0.007923533,0.01443392,0.9608657,0.0004100938,0.01636682
2018-03-02 15:57:00,SA_BIAS_NEGATIVE,0.007923525,0.014433906,0.9608657,0.0004100938,0.016366836
2018-03-02 15:58:00,SA_BIAS_NEGATIVE,0.007923517,0.014433892,0.9608657,0.00041009398,0.016366852
2018-03-02 15:59:00,SA_BIAS_NEGATIVE,0.007923514,0.014433886,0.9608657,0.0004100942,0.016366875
2018-03-02 16:00:00,SA_BIAS_NEGATIVE,0.00792351,0.014433879,0.9608657,0.0004100942,0.016366882
2018-03-02 16:01:00,SA_BIAS_NEGATIVE,0.007923345,0.014433593,0.96086586,0.00041009154,0.01636715
2018-03-02 16:02:00,SA_BIAS_NEGATIVE,0.007923273,0.014433461,0.96086586,0.00041009075,0.016367292
2018-03-02 16:03:00,SA_BIAS_NEGATIVE,0.007923164,0.014433264,0.960866,0.00041009043,0.016367536
2018-03-02 16:04:00,SA_BIAS_NEGATIVE,0.0079230415,0.014433045,0.9608661,0.0004100905,0.016367802
2018-03-02 16:05:00,SA_BIAS_NEGATIVE,0.00792292,0.014432833,0.9608661,0.0004100905,0.016368061
2018-03-02 16:06:00,SA_BIAS_NEGATIVE,0.007922803,0.014432618,0.9608661,0.0004100905,0.016368302
2018-03-02 16:07:00,SA_BIAS_NEGATIVE,0.00792269,0.0144324275,0.9608662,0.00041009052,0.016368547
2018-03-02 16:08:00,SA_BIAS_NEGATIVE,0.00792259,0.014432243,0.96086633,0.00041009096,0.01636876
2018-03-02 16:09:00,SA_BIAS_NEGATIVE,0.007922495,0.014432079,0.96086633,0.00041009078,0.016368963
2018-03-02 16:10:00,SA_BIAS_NEGATIVE,0.007922414,0.014431929,0.96086645,0.000410091,0.016369144
2018-03-02 16:11:00,SA_BIAS_NEGATIVE,0.007922338,0.014431801,0.9608666,0.00041009104,0.016369311
2018-03-02 16:12:00,SA_BIAS_NEGATIVE,0.007922267,0.014431669,0.9608666,0.00041009104,0.016369458
